boroct2020,geoid,borough,nta,tract,risk_score,priority_score,archetype,units_res,at_risk_units,estimated_protected_units_per_1m,evictions,displacement_pressure_raw,market_heat_raw,stock_vuln_raw,early_risk_score
4051700,36081051700,Queens,Maspeth,517,49.3,45.1,Monitor,845,422.0,11.0,9.0,10.650887573964496,47450.831952662724,89.94736842105272,60.0
3017000,36047017000,Brooklyn,Bath Beach,170,33.0,45.1,Monitor,1239,631.0,17.0,7.0,5.649717514124294,44018.82808716707,90.24632352941194,39.2
3028501,36047028501,Brooklyn,Bedford-Stuyvesant (East),285.01,92.8,45.1,Protect,384,224.0,6.0,12.0,31.25,73435.0390625,93.21621621621648,90.2
3041900,36047041900,Brooklyn,Bushwick (East),419,63.5,45.0,Preserve,1482,327.0,9.0,36.0,24.291497975708502,63437.43454790823,75.28888888888878,57.2
3042500,36047042500,Brooklyn,Bushwick (West),425,61.4,45.0,Preserve,1468,339.0,9.0,31.0,21.11716621253406,68080.11920980926,76.04368932038847,43.6
3044901,36047044901,Brooklyn,East Williamsburg,449.01,18.2,44.9,Produce,1442,1139.0,31.0,0.0,0.0,55576.56033287101,101.56153846153848,19.7
4063500,36081063500,Queens,Glendale,635,26.1,44.9,Monitor,1057,795.0,21.0,6.0,5.676442762535478,35267.96594134343,99.95298372513571,34.1
4017800,36081017800,Queens,South Ozone Park,178,65.3,44.8,Protect,573,317.0,9.0,21.0,36.64921465968586,36572.61780104712,92.16543209876568,61.9
1002500,36061002500,Manhattan,Chinatown-Two Bridges,25,46.8,44.8,Produce,1934,443.0,12.0,36.0,18.61427094105481,46465.175801447775,76.0,53.5
4051800,36081051800,Queens,St. Albans,518,67.1,44.7,Protect,585,308.0,8.0,33.0,56.41025641025641,35559.794871794875,90.90103092783511,66.2
3044200,36047044200,Brooklyn,Mapleton-Midwood (West),442,51.9,44.7,Protect,938,392.0,11.0,8.0,8.528784648187633,84384.72068230277,86.13043478260875,66.5
3035301,36047035301,Brooklyn,Crown Heights (North),353.01,21.0,44.6,Monitor,1050,967.0,26.0,0.0,0.0,60877.8,111.76744186046517,22.9
3003700,36047003700,Brooklyn,Downtown Brooklyn-DUMBO-Boerum Hill,37,35.9,44.6,Produce,4528,564.0,15.0,46.0,10.159010600706713,148023.7038427562,66.04878048780483,20.5
3012000,36047012000,Brooklyn,Dyker Heights,120,81.6,44.6,Protect,330,249.0,7.0,4.0,12.121212121212121,117706.0,100.05319148936155,82.9
4018200,36081018200,Queens,Baisley Park,182,59.6,44.5,Protect,721,338.0,9.0,33.0,45.769764216366156,35444.563106796115,88.45735027223236,61.1
4035700,36081035700,Queens,East Elmhurst,357,52.7,44.5,Protect,1270,382.0,10.0,33.0,25.984251968503937,40878.07086614173,79.8591022443893,56.0
4003900,36081003900,Queens,Queensbridge-Ravenswood-Dutch Kills,39,82.5,44.4,Protect,460,243.0,6.0,9.0,19.565217391304348,71379.13043478261,90.95348837209326,58.9
4040200,36081040200,Queens,St. Albans,402,78.7,44.4,Protect,439,255.0,7.0,19.0,43.28018223234624,39263.02961275626,93.07713498622593,81.3
3063800,36047063800,Brooklyn,Madison,638,57.2,44.3,Protect,635,350.0,9.0,11.0,17.322834645669293,40947.637795275594,92.03439153439149,59.6
4028000,36081028000,Queens,Baisley Park,280,70.7,44.3,Protect,519,284.0,8.0,41.0,78.9980732177264,35168.78612716763,91.80054644808752,69.1
3036400,36047036400,Brooklyn,Brighton Beach,364,53.8,44.2,Protect,1257,371.0,10.0,20.0,15.910898965791567,53469.561654733494,79.65116279069753,52.1
4008100,36081008100,Queens,Old Astoria-Hallets Point,81,56.2,44.2,Preserve,1778,354.0,9.0,37.0,20.80989876265467,65694.70584926884,73.9230769230769,45.0
3079201,36047079201,Brooklyn,Flatbush,792.01,18.7,44.2,Monitor,1260,1067.0,28.0,0.0,0.0,54610.880952380954,104.72784810126609,20.3
4023000,36081023000,Queens,Jamaica Hills-Briarwood,230,60.5,44.1,Protect,504,329.0,9.0,7.0,13.888888888888888,44126.78571428572,95.55487804878044,47.5
3028000,36047028000,Brooklyn,Bath Beach,280,46.4,44.1,Monitor,683,429.0,11.0,5.0,7.320644216691069,51962.345534407024,94.78059071729967,36.6
4078800,36081078800,Queens,Baisley Park,788,67.2,44.0,Protect,568,295.0,8.0,22.0,38.73239436619718,37065.369718309856,90.74407582938397,67.7
4146300,36081146300,Queens,Auburndale,1463,59.2,44.0,Protect,1022,334.0,9.0,20.0,19.569471624266143,49007.641878669274,81.24310776942366,65.3
2042100,36005042100,Bronx,Norwood,421,12.2,43.9,Produce,2476,1621.0,43.0,122.0,49.273021001615504,24034.034733441033,95.64150943396248,12.3
4011200,36081011200,Queens,Ozone Park (North),112,54.4,43.9,Protect,738,363.0,10.0,30.0,40.65040650406504,34465.813008130084,89.6422535211268,53.1
4026600,36081026600,Queens,South Jamaica,266,73.7,43.8,Protect,779,267.0,7.0,46.0,59.050064184852374,40411.03979460847,82.41868512110727,57.8
4070300,36081070300,Queens,Rego Park,703,49.5,43.8,Monitor,1018,398.0,10.0,13.0,12.770137524557956,47524.44400785855,84.74509803921569,41.5
4045500,36081045500,Queens,Corona,455,41.4,43.8,Produce,4618,476.0,13.0,709.0,153.529666522304,37133.57514075357,62.700000000000045,41.7
3074600,36047074600,Brooklyn,Flatlands,746,54.8,43.7,Protect,650,358.0,9.0,10.0,15.384615384615385,41562.04615384615,92.00810810810799,60.5
2039000,36005039000,Bronx,Williamsbridge-Olinville,390,56.1,43.7,Protect,1249,349.0,9.0,98.0,78.46277021617294,36142.95996797438,78.8929440389295,55.3
4008800,36081008800,Queens,Ozone Park,88,43.9,43.6,Monitor,1246,445.0,12.0,26.0,20.866773675762442,37451.322632423755,83.21951219512198,48.0
3033600,36047033600,Brooklyn,Coney Island-Sea Gate,336,32.5,43.6,Produce,1967,601.0,16.0,50.0,25.41942043721403,33238.55719369598,80.14721919302087,34.8
3058800,36047058800,Brooklyn,Gravesend (East)-Homecrest,588,37.6,43.5,Produce,1539,519.0,14.0,18.0,11.695906432748536,40817.742690058476,82.02399999999989,47.6
4083800,36081083800,Queens,South Ozone Park,838,38.7,43.5,Produce,1553,504.0,13.0,26.0,16.74179008370895,37691.860914359306,81.15287244401156,37.1
3019200,36047019200,Brooklyn,Borough Park,192,52.5,43.4,Protect,801,371.0,10.0,8.0,9.987515605493133,55951.94881398252,88.25657894736833,67.1
2032300,36005032300,Bronx,Riverdale-Spuyten Duyvil,323,33.7,43.4,Produce,2873,579.0,15.0,37.0,12.878524190741386,42443.46327880264,74.05202312138726,35.5
2016400,36005016400,Bronx,Throgs Neck-Schuylerville,164,64.7,43.3,Protect,442,300.0,8.0,12.0,27.149321266968325,37089.76018099547,96.57854406130286,58.7
2042300,36005042300,Bronx,Norwood,423,15.9,43.3,Produce,1451,1212.0,31.0,138.0,95.10682288077189,23134.383184011025,103.91346153846166,16.3
3023500,36047023500,Brooklyn,Bedford-Stuyvesant (West),235,55.4,43.3,Preserve,1797,350.0,9.0,31.0,17.25097384529772,103638.08736783528,73.592885375494,59.7
3073200,36047073200,Brooklyn,Flatlands,732,51.1,43.2,Protect,655,375.0,10.0,21.0,32.06106870229008,34180.35114503817,92.9515738498792,45.5
3014901,36047014901,Brooklyn,Park Slope,149.01,26.2,43.2,Monitor,747,732.0,19.0,0.0,0.0,129638.07362784471,124.5728155339807,28.3
3017200,36047017200,Brooklyn,Bath Beach,172,38.8,43.1,Monitor,1148,493.0,13.0,10.0,8.710801393728223,43434.379790940766,86.71401869158876,37.4
3047000,36047047000,Brooklyn,Borough Park,470,55.8,43.1,Protect,910,343.0,9.0,10.0,10.989010989010989,79613.98351648351,84.08823529411757,38.6
4036600,36081036600,Queens,St. Albans,366,55.4,43.0,Protect,997,343.0,9.0,38.0,38.114343029087266,37178.846539618855,82.51380368098171,55.7
5015100,36085015100,Staten Island,Westerleigh-Castleton Corners,151,34.4,43.0,Produce,2111,552.0,14.0,24.0,11.369019422074846,41726.33349123638,78.11971830985931,32.5
4042400,36081042400,Queens,St. Albans,424,58.8,42.9,Protect,760,322.0,8.0,16.0,21.052631578947366,42421.81578947369,86.34477611940315,54.9
4051100,36081051100,Queens,Maspeth,511,50.4,42.9,Protect,855,376.0,10.0,13.0,15.2046783625731,42261.43859649123,87.20238095238074,49.9
3058901,36047058901,Brooklyn,Greenpoint,589.01,23.7,42.9,Monitor,872,796.0,20.0,0.0,0.0,87969.35206422018,110.53754940711474,26.1
3014101,36047014101,Brooklyn,Park Slope,141.01,25.0,42.8,Monitor,819,752.0,19.0,0.0,0.0,127629.1221001221,111.19587628865997,27.4
4001901,36081001901,Queens,Long Island City-Hunters Point,19.01,15.3,42.8,Produce,2924,1233.0,32.0,0.0,0.0,102854.90287277702,86.29032258064512,16.9
4050600,36081050600,Queens,Hollis,506,72.1,42.7,Protect,439,260.0,7.0,11.0,25.056947608200456,41485.55808656036,93.5196629213483,62.1
4125700,36081125700,Queens,Pomonok-Electchester-Hillcrest,1257,50.9,42.7,Protect,1125,368.0,9.0,17.0,15.111111111111112,48487.736,81.25147347740676,41.4
4055600,36081055600,Queens,Queens Village,556,49.1,42.6,Monitor,631,381.0,10.0,7.0,11.093502377179082,42584.120443740096,93.94086021505359,48.2
2018102,36005018102,Bronx,Concourse-Concourse Village,181.02,13.4,42.6,Produce,2075,1394.0,36.0,155.0,74.6987951807229,22177.518072289156,96.13513513513522,13.5
3020400,36047020400,Brooklyn,Dyker Heights,204,35.0,42.5,Monitor,706,532.0,14.0,1.0,1.41643059490085,56707.05382436261,100.03463203463207,41.3
2024400,36005024400,Bronx,Morris Park,244,58.2,42.5,Protect,861,320.0,8.0,24.0,27.874564459930312,40137.70034843205,83.90858725761768,52.7
3049100,36047049100,Brooklyn,East Williamsburg,491,44.7,42.4,Produce,3282,416.0,11.0,57.0,17.36745886654479,76703.76569165144,66.34848484848476,42.9
4129103,36081129103,Queens,Oakland Gardens-Hollis Hills,1291.03,33.4,42.4,Produce,2138,555.0,14.0,18.0,8.41908325537886,47205.39289055192,77.98148148148152,39.6
4030903,36081030903,Queens,Jackson Heights,309.03,36.4,42.4,Produce,1898,511.0,13.0,25.0,13.171759747102213,40840.96944151739,78.40061791967037,37.2
4070700,36081070700,Queens,Forest Hills,707,34.3,42.3,Monitor,998,540.0,14.0,3.0,3.006012024048096,59870.86172344689,91.62693498451995,40.6
4046300,36081046300,Queens,Elmhurst,463,53.1,42.3,Protect,1119,348.0,9.0,27.0,24.128686327077748,41625.09115281501,80.44891640866877,44.8
4141700,36081141700,Queens,Auburndale,1417,51.4,42.2,Preserve,1418,360.0,9.0,21.0,14.809590973201692,60206.74118476728,77.67170445004194,49.0
4035200,36081035200,Queens,St. Albans,352,65.2,42.2,Protect,756,283.0,7.0,38.0,50.26455026455026,37782.02380952381,83.9865319865321,66.9
4026400,36081026400,Queens,South Jamaica,264,71.1,42.1,Protect,837,258.0,7.0,46.0,54.95818399044205,40980.82437275986,80.25977011494251,69.3
2016100,36005016100,Bronx,Crotona Park East,161,29.1,42.1,Produce,2629,632.0,16.0,177.0,67.32597945987068,29630.152529478888,76.93548387096803,30.0
4004300,36081004300,Queens,Queensbridge-Ravenswood-Dutch Kills,43,33.3,42.0,Monitor,1061,548.0,14.0,23.0,21.677662582469367,31785.83411875589,90.625,42.3
4012500,36081012500,Queens,Astoria (North)-Ditmars-Steinway,125,44.1,42.0,Monitor,766,416.0,10.0,4.0,5.221932114882507,80755.6135770235,91.70000000000005,48.3
3021600,36047021600,Brooklyn,Borough Park,216,45.2,42.0,Monitor,1065,406.0,10.0,8.0,7.511737089201878,80386.16431924883,84.27407407407395,63.8
3120200,36047120200,Brooklyn,East New York-City Line,1202,57.3,41.9,Protect,437,318.0,8.0,18.0,41.18993135011441,33159.40503432494,98.73148148148152,58.5
2044400,36005044400,Bronx,Wakefield-Woodlawn,444,31.9,41.9,Monitor,1287,571.0,14.0,64.0,49.728049728049726,28840.53613053613,87.2965116279072,33.3
3006902,36047006902,Brooklyn,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,69.02,24.3,41.8,Monitor,918,750.0,19.0,0.0,0.0,167996.56753812637,102.9406779661017,26.7
4006501,36081006501,Queens,Astoria (Central),65.01,15.6,41.8,Produce,2024,1167.0,29.0,0.0,0.0,58237.44713438735,93.00392156862767,17.0
3057200,36047057200,Brooklyn,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,572,36.0,41.7,Produce,2204,504.0,13.0,49.0,22.23230490018149,36846.30217785844,76.0,40.1
4079200,36081079200,Queens,Baisley Park,792,50.8,41.7,Protect,1400,358.0,9.0,39.0,27.857142857142858,40964.7,77.73980582524291,56.9
4053601,36081053601,Queens,Queens Village,536.01,61.3,41.6,Protect,464,296.0,7.0,8.0,17.241379310344826,41183.599137931036,95.07969151670954,68.4
3033701,36047033701,Brooklyn,Crown Heights (North),337.01,21.3,41.6,Monitor,905,850.0,21.0,0.0,0.0,61175.769060773484,113.82722513088993,23.2
4069702,36081069702,Queens,Rego Park,697.02,33.8,41.5,Produce,1502,535.0,13.0,10.0,6.657789613848202,49132.924101198405,83.19216182048035,37.6
4071701,36081071701,Queens,Rego Park,717.01,43.1,41.5,Produce,3124,417.0,10.0,57.0,18.24583866837388,57978.640845070426,67.07317073170725,38.2
2016500,36005016500,Bronx,Claremont Village-Claremont (East),165,46.7,41.5,Monitor,425,384.0,10.0,28.0,65.88235294117648,29090.258823529413,109.5769230769231,45.1
3087600,36047087600,Brooklyn,Prospect Lefferts Gardens-Wingate,876,79.1,41.4,Protect,814,226.0,6.0,45.0,55.28255528255528,48602.50614250614,78.7468879668047,75.4
4055400,36081055400,Queens,Queens Village,554,59.8,41.4,Protect,723,298.0,7.0,16.0,22.130013831258644,42606.47302904564,85.8645418326696,55.7
2037300,36005037300,Bronx,Tremont,373,38.7,41.3,Produce,2506,461.0,11.0,216.0,86.19313647246608,33598.57541899441,72.72727272727275,38.1
4060100,36081060100,Queens,Maspeth,601,43.5,41.3,Monitor,844,409.0,10.0,13.0,15.402843601895734,37481.45616113744,89.3722627737227,45.7
5014700,36085014700,Staten Island,Westerleigh-Castleton Corners,147,34.6,41.2,Produce,1532,512.0,13.0,15.0,9.7911227154047,41137.61292428199,81.76795005202916,33.9
4091900,36081091900,Queens,College Point,919,35.3,41.2,Produce,1767,504.0,12.0,25.0,14.148273910582908,38915.35653650255,79.18838862559232,30.8
3064800,36047064800,Brooklyn,Marine Park-Mill Basin-Bergen Beach,648,38.3,41.1,Monitor,628,460.0,11.0,4.0,6.369426751592357,42167.770700636946,98.95823665893272,51.3
2042200,36005042200,Bronx,Wakefield-Woodlawn,422,44.0,41.1,Monitor,1132,399.0,10.0,76.0,67.13780918727916,32373.763250883392,83.06646525679753,44.9
3041000,36047041000,Brooklyn,Gravesend (West),410,39.2,41.1,Monitor,712,448.0,11.0,3.0,4.213483146067416,57524.36797752809,94.87147335423197,38.0
4007300,36081007300,Queens,Astoria (Central),73,42.8,41.0,Produce,2650,409.0,10.0,41.0,15.471698113207546,59632.29735849056,69.83068783068802,40.3
4083700,36081083700,Queens,Queensboro Hill,837,39.8,41.0,Produce,1800,438.0,11.0,21.0,11.666666666666668,49280.13333333333,77.09595559080071,39.1
3020200,36047020200,Brooklyn,Dyker Heights,202,34.8,40.9,Monitor,735,498.0,12.0,2.0,2.7210884353741496,53376.857142857145,96.50109890109911,46.5
4041300,36081041300,Queens,Corona,413,58.1,40.9,Protect,1150,298.0,7.0,25.0,21.73913043478261,52018.29652173913,77.90625,60.9
4048200,36081048200,Queens,Hollis,482,85.6,40.8,Protect,417,201.0,5.0,17.0,40.7673860911271,46525.90167865707,89.1568627450979,88.2
2029500,36005029500,Bronx,Riverdale-Spuyten Duyvil,295,47.3,40.8,Produce,2338,366.0,9.0,65.0,27.80153977758768,46189.46364414029,70.06508875739632,46.6
4019600,36081019600,Queens,South Jamaica,196,41.1,40.7,Monitor,853,414.0,10.0,47.0,55.09964830011723,30560.644783118405,89.39407744874711,43.3
4052800,36081052800,Queens,St. Albans,528,68.3,40.7,Protect,510,250.0,6.0,26.0,50.98039215686274,36485.35294117647,89.6114457831327,62.5
3050001,36047050001,Brooklyn,Windsor Terrace-South Slope,500.01,20.5,40.6,Monitor,936,828.0,20.0,0.0,0.0,61830.653846153844,107.6026785714289,22.6
4050201,36081050201,Queens,Hollis,502.01,73.2,40.6,Protect,415,232.0,6.0,31.0,74.6987951807229,35621.132530120485,92.32384341637044,75.4
4052500,36081052500,Queens,Maspeth,525,37.3,40.6,Monitor,802,456.0,11.0,10.0,12.468827930174564,35766.50872817955,92.79772727272712,31.1
4024300,36081024300,Queens,Woodside,243,38.5,40.5,Produce,1900,437.0,11.0,35.0,18.421052631578945,39665.51052631579,76.01879327398638,42.4
1020101,36061020101,Manhattan,Morningside Heights,201.01,42.0,40.5,Monitor,512,404.0,10.0,1.0,1.953125,102841.69921875,101.53846153846166,51.5
3067200,36047067200,Brooklyn,Flatlands,672,64.6,40.4,Protect,414,260.0,6.0,18.0,43.47826086956522,34965.217391304344,94.84249084249086,64.0
4063000,36081063000,Queens,Laurelton,630,68.2,40.4,Protect,504,246.0,6.0,12.0,23.809523809523807,43112.44047619047,89.44957983193285,75.5
2037400,36005037400,Bronx,Williamsbridge-Olinville,374,36.2,40.3,Produce,1670,461.0,11.0,139.0,83.23353293413174,30934.688622754493,78.69565217391323,35.8
4040000,36081040000,Queens,St. Albans,400,85.9,40.3,Protect,430,195.0,5.0,31.0,72.09302325581396,42455.51162790698,87.7589285714289,86.0
2043000,36005043000,Bronx,Wakefield-Woodlawn,430,32.0,40.2,Monitor,1012,517.0,12.0,25.0,24.703557312252965,30505.1976284585,90.3214285714289,35.9
3051500,36047051500,Brooklyn,Williamsburg,515,39.3,40.2,Produce,1407,423.0,10.0,9.0,6.3965884861407245,131748.9317697228,79.8376068376067,33.6
4118900,36081118900,Queens,East Flushing,1189,61.0,40.2,Protect,732,274.0,7.0,14.0,19.12568306010929,48167.53961748634,83.96614583333371,52.2
4143500,36081143500,Queens,Bayside,1435,54.9,40.1,Protect,765,301.0,7.0,9.0,11.76470588235294,59227.8431372549,84.8301282051284,39.3
2045800,36005045800,Bronx,Eastchester-Edenwald-Baychester,458,33.8,40.1,Produce,2255,487.0,12.0,64.0,28.38137472283814,34648.40354767184,75.0,38.8
4025900,36081025900,Queens,Woodside,259,44.3,40.0,Monitor,1163,369.0,9.0,16.0,13.757523645743767,44311.26397248495,80.8832684824904,24.1
4019400,36081019400,Queens,South Jamaica,194,43.6,40.0,Monitor,863,373.0,9.0,24.0,27.80996523754345,34454.35689455388,86.89968152866231,51.4
2028600,36005028600,Bronx,Morris Park,286,57.2,39.9,Protect,518,283.0,7.0,13.0,25.096525096525095,37368.70656370656,91.76717557251914,57.7
3056400,36047056400,Brooklyn,Madison,564,28.8,39.9,Monitor,1034,561.0,13.0,3.0,2.9013539651837523,45339.69052224371,91.6543209876545,29.5
3085400,36047085400,Brooklyn,East Flatbush-Farragut,854,32.1,39.8,Monitor,764,502.0,12.0,27.0,35.340314136125656,28574.41492146597,95.73015873015879,33.2
2022800,36005022800,Bronx,Pelham Parkway-Van Nest,228,25.1,39.8,Produce,2567,642.0,15.0,150.0,58.4339696143358,28788.62874951305,77.41279069767438,24.7
5020100,36085020100,Staten Island,Westerleigh-Castleton Corners,201,30.1,39.7,Monitor,1302,530.0,13.0,15.0,11.520737327188941,34997.768049155144,85.48099891422362,34.3
4052000,36081052000,Queens,St. Albans,520,68.3,39.7,Protect,425,235.0,6.0,12.0,28.23529411764706,39482.470588235294,92.12972972972966,78.3
3030200,36047030200,Brooklyn,Gravesend (West),302,29.9,39.7,Produce,1531,537.0,13.0,9.0,5.878510777269758,44737.36316133246,82.9779286926996,27.8
3017600,36047017600,Brooklyn,Bath Beach,176,47.2,39.6,Monitor,914,337.0,8.0,20.0,21.88183807439825,38441.69474835886,83.79999999999995,55.4
4014500,36081014500,Queens,Astoria (East)-Woodside (North),145,40.1,39.6,Monitor,1039,397.0,9.0,9.0,8.662175168431183,47518.58517805582,84.3527851458889,40.4
3047600,36047047600,Brooklyn,Borough Park,476,34.9,39.5,Monitor,1177,454.0,11.0,5.0,4.248088360237893,74407.63721325404,84.53243847874728,41.5
2019400,36005019400,Bronx,Throgs Neck-Schuylerville,194,62.1,39.5,Protect,700,255.0,6.0,27.0,38.57142857142857,38641.71428571428,83.58917197452229,60.6
4018000,36081018000,Queens,South Ozone Park,180,78.4,39.4,Protect,352,201.0,5.0,27.0,76.70454545454545,36696.98863636364,92.85964912280724,79.6
4025800,36081025800,Queens,South Jamaica,258,65.9,39.4,Protect,555,239.0,6.0,33.0,59.45945945945946,36259.2972972973,86.744680851064,65.7
4099100,36081099100,Queens,Whitestone-Beechhurst,991,24.6,39.3,Produce,3021,634.0,15.0,12.0,3.972194637537239,62668.21416749421,74.70254237288168,27.6
2034300,36005034300,Bronx,Riverdale-Spuyten Duyvil,343,76.6,39.3,Protect,633,203.0,5.0,39.0,61.611374407582936,42341.090047393365,81.03076923076924,77.2
2024700,36005024700,Bronx,University Heights (South)-Morris Heights,247,44.2,39.3,Monitor,749,353.0,8.0,67.0,89.45260347129506,30479.799732977302,88.56521739130449,45.1
4046700,36081046700,Queens,Elmhurst,467,41.5,39.2,Produce,2041,374.0,9.0,80.0,39.19647231749143,36602.13277804998,72.7269736842104,39.0
4074100,36081074100,Queens,Forest Hills,741,24.5,39.2,Produce,1622,634.0,15.0,4.0,2.466091245376079,47789.08631319359,84.71969696969677,30.7
4070900,36081070900,Queens,Forest Hills,709,32.9,39.1,Monitor,1093,472.0,11.0,4.0,3.6596523330283626,59189.560841720035,86.866779089376,42.0
2028500,36005028500,Bronx,Kingsbridge-Marble Hill,285,34.5,39.1,Produce,1853,449.0,11.0,62.0,33.459255261737724,33632.15596330275,76.98148148148152,36.4
2033500,36005033500,Bronx,Riverdale-Spuyten Duyvil,335,37.1,39.0,Monitor,942,415.0,10.0,4.0,4.246284501061571,79371.72929936305,87.22000000000003,40.6
